"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",,,,,,
"2009",,,,,,
"2010",,,,,,
"2011",0,0,,,,
"2012",0,0,,,,
"2013",,,,,,
"2014",,,,,,
"2015",,0.2,,,,
"2016",0.17,0.14,,,,
"2017",0.37,0.38,,,,
"2018",0.28,0.37,,,,
"2019",0.5,0.7,,,,
"2020",0.42,0.78,,0,,
"2021",0.75,1.15,,0,,
"2022",3.1,1.69,,0.01,,
"2023",5.39,3.42,,,,
"2024",7.92,4.41,,,,
"2025",9.68,5.17,,,,
