"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",,,,,,
"2009",0,0,,1.12,,
"2010",0,0,,1.61,,
"2011",0.33,0,,1.11,,
"2012",2.61,0.03,,0.81,,
"2013",0.59,0.03,,0.61,0.03,
"2014",1.5,0.09,,0.58,0.08,
"2015",0.18,0.07,,0.25,0.08,
"2016",0.21,0.03,,0.19,0.01,
"2017",0.1,0.1,,0.39,0.04,
"2018",0.38,0.15,,0.16,0.41,
"2019",0.29,0.08,,0,2.57,
"2020",1.92,0.36,,0,4.31,
"2021",2.25,0.73,0,0,1.54,
"2022",3.3,1.97,0,,0.76,
"2023",6.39,2.35,0,,0.29,
"2024",5.2,4.99,0,,0.38,
"2025",6.74,10.67,0,,,
