"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",,,,,,
"2009",0,0,,,,
"2010",0,0,,,,
"2011",0,0,,,0.01,
"2012",0.06,0.03,,,,
"2013",,,,,0.25,
"2014",1.2,0.01,,,1.6,
"2015",0.12,,,0,0.2,
"2016",0.11,0.09,,0.46,0.02,
"2017",0.36,0.17,,0.46,0.08,
"2018",0.76,0.17,,0.22,0.02,
"2019",0.64,0.12,,0.65,0.08,
"2020",2.14,0.65,,0.76,0.25,
"2021",2.94,0.98,,1.18,0.17,
"2022",6.38,1.64,,0.88,0.07,
"2023",9.48,2.09,,1.58,0.22,
"2024",7.52,4.6,,2.13,0.23,
"2025",7.05,12.15,,1.55,0.17,
