"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",,,,,,
"2009",0,0,,,,
"2010",0,0,,,0.05,
"2011",0.01,0,,,0.05,
"2012",0,0.01,,,0.11,
"2013",0.05,0,,0.81,0.38,
"2014",,,,,,
"2015",0.07,0.09,,,,
"2016",0.07,0.1,,,,
"2017",0.22,0.13,,1.37,,
"2018",0.38,0.14,,1.04,,
"2019",1,0.42,,0.88,,
"2020",2.25,0.83,,7.34,0,
"2021",5.26,2.49,,7.54,0,
"2022",8.94,2.56,,9.57,,
"2023",10.53,2.02,,12.22,,
"2024",6.49,4.5,,10.19,,
"2025",5.59,3.43,,13.74,,
