"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",0,0,,,,
"2009",0,0,,,,
"2010",0,0,,,,
"2011",0,0,,,,
"2012",1,0,,,,
"2013",,,,,,
"2014",,,,1,,
"2015",,,,0,,
"2016",,,,,,
"2017",48,3,,,,
"2018",180,1,,,,
"2019",282,70,,,,
"2020",137,33,,,,
"2021",155,95,,,,
"2022",186,101,,,,
"2023",982,911,,3,,
"2024",3036,548,,3,,
"2025",1411,320,,,,
