"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",0,0,,,,
"2009",0,0,,,,
"2010",0,0,,,,
"2011",0,0,,,,
"2012",1,1,,,,
"2013",3,,,,433,
"2014",44,,,,254,
"2015",43,8,,0,313,
"2016",28,6,,55,251,
"2017",58,120,,49,316,
"2018",108,155,,5,1025,
"2019",190,289,,686,1647,
"2020",678,1461,,441,1339,
"2021",2120,4811,,1513,895,
"2022",2644,5322,,2679,588,
"2023",6050,8754,,2757,1016,
"2024",8707,8344,,2282,1004,
"2025",6158,7947,,3339,79,
