"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",0,0,,,40,
"2009",0,0,,,72,
"2010",13,0,,,53,
"2011",29,0,,,35,
"2012",51,128,,,63,
"2013",48,133,1,,104,
"2014",183,242,,,123,
"2015",236,410,,,149,
"2016",231,1195,,,165,
"2017",517,2522,,,431,
"2018",807,4886,,,1161,
"2019",1897,5983,,,2142,
"2020",4244,13231,,0,1840,
"2021",10151,20163,,8,863,
"2022",14529,16174,0,17,595,
"2023",29671,18085,0,,470,
"2024",21868,14863,0,,117,
"2025",21457,12498,0,,2,
