"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",0,0,,,4,
"2009",0,0,,,14,
"2010",0,0,,,12,
"2011",0,0,,,,
"2012",0,0,,,10,
"2013",,,,166,5,
"2014",14,,,491,13,
"2015",70,30,,156,154,
"2016",45,29,,554,10,
"2017",7,16,,252,1,
"2018",130,5,,170,,
"2019",240,116,,,,
"2020",533,142,,324,,
"2021",1351,399,,1418,0,
"2022",1305,770,,1829,1,
"2023",1617,1014,,1722,,
"2024",1793,1405,,1404,,
"2025",713,1800,,1094,,
