"Category","AC","DC"
"2020 Q1",410,43
"2020 Q2",282,40
"2020 Q3",482,37
"2020 Q4",293,70
"2021 Q1",766,116
"2021 Q2",835,108
"2021 Q3",902,123
"2021 Q4",1056,176
"2022 Q1",1034,172
"2022 Q2",1075,181
"2022 Q3",1149,182
"2022 Q4",1371,230
"2023 Q1",1283,198
"2023 Q2",1445,225
"2023 Q3",1471,250
"2023 Q4",1346,262
"2024 Q1",1434,274
"2024 Q2",1538,365
"2024 Q3",1640,389
"2024 Q4",1763,393
"2025 Q1",1919,444
"2025 Q2",1979,470
"2025 Q3",1967,496
"2025 Q4",1997,496
