"Category","AC","DC"
"2020 Q1",848,92
"2020 Q2",850,92
"2020 Q3",860,93
"2020 Q4",866,199
"2021 Q1",762,153
"2021 Q2",710,170
"2021 Q3",748,185
"2021 Q4",768,197
"2022 Q1",796,201
"2022 Q2",899,213
"2022 Q3",1623,255
"2022 Q4",1947,273
"2023 Q1",2088,297
"2023 Q2",2206,330
"2023 Q3",2323,406
"2023 Q4",2355,470
"2024 Q1",2446,546
"2024 Q2",2550,601
"2024 Q3",2535,667
"2024 Q4",2802,786
"2025 Q1",2958,867
"2025 Q2",2977,909
"2025 Q3",2963,987
"2025 Q4",2860,1068
