"Category","AC","DC"
"2020 Q1",886,1
"2020 Q2",914,1
"2020 Q3",956,1
"2020 Q4",1053,12
"2021 Q1",1127,5
"2021 Q2",1257,5
"2021 Q3",1763,10
"2021 Q4",1020,7
"2022 Q1",506,11
"2022 Q2",1749,47
"2022 Q3",1600,64
"2022 Q4",2252,106
"2023 Q1",2920,114
"2023 Q2",1923,124
"2023 Q3",2001,138
"2023 Q4",2143,179
"2024 Q1",1937,196
"2024 Q2",1990,249
"2024 Q3",2098,285
"2024 Q4",2310,341
"2025 Q1",2357,334
"2025 Q2",2446,440
"2025 Q3",2510,467
"2025 Q4",2632,485
