"Category","AC","DC"
"2020 Q1",99,
"2020 Q2",97,
"2020 Q3",97,
"2020 Q4",97,
"2021 Q1",97,
"2021 Q2",97,
"2021 Q3",97,
"2021 Q4",95,
"2022 Q1",95,
"2022 Q2",95,
"2022 Q3",95,
"2022 Q4",12,
"2023 Q1",41,
"2023 Q2",94,
"2023 Q3",96,
"2023 Q4",101,
"2024 Q1",101,
"2024 Q2",103,4
"2024 Q3",103,
"2024 Q4",116,
"2025 Q1",116,
"2025 Q2",112,4
"2025 Q3",118,4
"2025 Q4",118,4
