"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",,,,,,
"2009",0,0,,,0,
"2010",0.01,0,,,0,
"2011",0.13,0,,,,
"2012",0.07,0.03,,,,
"2013",0.16,0.01,,,0,
"2014",0.14,0.06,,,0,
"2015",0.39,0.27,,0,0,
"2016",0.4,0.49,,0.55,0,
"2017",0.77,1.08,,0.8,0,
"2018",1.97,1.65,,0.83,0.01,
"2019",3.08,2.6,,0.94,0.02,
"2020",5.4,8.15,,1.25,0.02,
"2021",9.04,10.73,0,2.21,0.02,
"2022",11.39,10.26,0,3.47,0.01,
"2023",18.21,13.21,0,5.64,0,
"2024",20.06,13.18,0,7.15,,
"2025",22.06,14.98,0,8.47,,
