"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",,,,,,
"2009",,,,,,
"2010",,,,,,
"2011",,,,,,
"2012",,,,,,
"2013",,,,,,
"2014",,,,,,
"2015",,,,0,,
"2016",,,,,,
"2017",0.62,0.04,,,,
"2018",2.2,0.01,,,,
"2019",3.66,0.91,,,,
"2020",1.23,0.3,,,,
"2021",1.5,0.92,,,,
"2022",1.94,1.05,,,,
"2023",14.95,13.87,,0.05,,
"2024",38.78,7,,0.04,,
"2025",30.21,6.95,,,,
