"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",,,,,,
"2009",0.01,0,,,2.47,
"2010",0.02,0,,,2.31,
"2011",0.06,0,,,2.17,
"2012",0.1,0.23,,,1.94,
"2013",0.16,0.38,,0,1.32,
"2014",0.42,1.02,,,1.55,
"2015",0.86,1.49,0,,1.41,
"2016",0.83,2.58,0,,0.89,
"2017",1.12,3.96,0,,0.83,
"2018",1.99,5.85,0,,0.89,
"2019",4.25,6.66,0,,1.35,
"2020",9.55,22.54,0,0,1.21,
"2021",19.09,25.86,0.01,,0.46,
"2022",32.84,23.08,0,,0.65,
"2023",38.42,21.11,0,,0.71,
"2024",34.99,23.28,0,,0.42,
"2025",35.92,26.95,0,,0,
