"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",,,,,,
"2009",0,0,,,,
"2010",0,0,,,,
"2011",0,0,,,,
"2012",0,0,,,,
"2013",0.01,,,,0.74,
"2014",0.06,,,,0.36,
"2015",0.06,0.01,,0,0.41,
"2016",0.04,0.01,,0.07,0.32,
"2017",0.07,0.14,,0.06,0.36,
"2018",0.1,0.15,,0,0.99,
"2019",0.17,0.25,,0.6,1.44,
"2020",0.84,1.81,,0.55,1.66,
"2021",2.1,4.76,,1.5,0.89,
"2022",2.51,5.05,,2.54,0.56,
"2023",4.5,6.51,,2.05,0.76,
"2024",5.92,5.67,,1.55,0.68,
"2025",5.66,7.53,,3.05,0.07,
