"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",,,,,,
"2009",,,,,,
"2010",0,0,,,0.03,
"2011",0,0,,,,
"2012",0,0,,,0.03,
"2013",,,,0.36,0.01,
"2014",0.02,,,0.72,0.02,
"2015",0.09,0.04,,0.21,0.21,
"2016",0.05,0.03,,0.57,0.01,
"2017",0.01,0.02,,0.27,0,
"2018",0.09,0,,0.12,,
"2019",0.16,0.08,,,,
"2020",1.48,0.39,,0.9,,
"2021",3.01,0.89,,3.16,0,
"2022",3.04,1.79,,4.26,0,
"2023",2.87,1.8,,3.06,,
"2024",2.76,2.16,,2.16,,
"2025",1.49,3.38,,1.9,,
