"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",,,,,,
"2009",0,0,,,,
"2010",0,0,,,,
"2011",0,0,,,,
"2012",0,0,,,,
"2013",,,,0,0.05,
"2014",,,,,,
"2015",0.01,,,0.01,0.05,
"2016",0.04,0.01,,0.02,,
"2017",0.03,0.01,,0.03,,
"2018",0.09,0.02,,,,
"2019",0.1,0.03,,,0,
"2020",1.13,0.15,,0,0.18,
"2021",3.61,0.22,,0.28,0.25,
"2022",5.16,2.9,,0.73,,
"2023",7.4,2.86,,,0,
"2024",6.65,5.6,,,1.92,
"2025",7,9.81,,,1.76,
