"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",,,,,,
"2009",0,0,,24.19,,
"2010",0,0,,45.13,,
"2011",0.01,0,,52.33,,
"2012",0.01,0,,54.9,,
"2013",0.01,0,,23.83,1.05,
"2014",0.03,0.01,,22.17,0.97,
"2015",0.03,0.04,,25.11,0,
"2016",0.04,0.03,,25.12,0,
"2017",0.1,0.08,,21.46,,
"2018",0.13,0.11,,1.42,0,
"2019",0.26,0.21,,1.46,0.01,
"2020",0.86,1.02,,2.13,0.01,
"2021",1.6,2.04,0.02,2.31,0,
"2022",2.69,2.56,0.01,2.91,,
"2023",3.6,2.74,0.02,2.65,,
"2024",3,2.7,0,3,,
"2025",6.38,5.2,0,2.98,,
