"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",,,,,,
"2009",0,0,,,,
"2010",0,0,,,,
"2011",0.02,0,,,,
"2012",0.03,0.02,,,,
"2013",,,,,,
"2014",0.04,0,,0.43,0.09,
"2015",0.15,0.01,,0.33,0.19,
"2016",0.23,0.06,,0.45,0.02,
"2017",0.46,0.26,,0.64,0.09,
"2018",0.64,0.29,,0.25,0.01,
"2019",0.8,0.12,,0.14,0,
"2020",3.12,0.22,,0.35,0,
"2021",3.13,0.53,,0.79,0,
"2022",5,1.35,,0.88,,
"2023",8.86,2.19,,1.03,,
"2024",5.98,2.17,,1.58,,
"2025",10.57,3.33,,0.73,,
