"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",,,,,,
"2009",0,0,,,,
"2010",0.01,0,,,,
"2011",0.07,0,,,,
"2012",0.06,0.02,,,0,
"2013",0.13,0.01,,,0,
"2014",0.12,0.03,,0.12,0.01,
"2015",0.14,0.07,,0.22,0.01,
"2016",0.19,0.13,,0.12,0.03,
"2017",0.32,0.26,,0.32,0.1,
"2018",0.45,0.41,,1.27,0.3,
"2019",0.8,0.57,0,1.52,0.42,
"2020",2.14,2.79,0,1.16,0.39,
"2021",2.82,5.01,0,1.02,0.13,
"2022",3.86,5.89,0,1.84,0.04,
"2023",5.78,6.55,0,2.76,0.01,
"2024",5.79,5.75,0,3.3,,
"2025",8.98,10.79,0,4.65,,
