"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",,,,,,
"2009",0,0,,,,
"2010",0.02,0,,,,
"2011",0.05,0,,,,
"2012",0.17,0,,,,
"2013",0.22,0.01,,,,
"2014",0.27,0.03,,,,
"2015",0.38,0.06,,0,,
"2016",0.28,0.17,0,,,
"2017",0.47,0.23,,,,
"2018",0.97,0.55,,,,
"2019",2.74,1.08,,,,
"2020",4.46,2.78,,0,0,
"2021",8.32,7.56,,0.02,0.3,
"2022",14.91,7.39,0,0.51,0.59,
"2023",18.77,8.49,0,,,
"2024",14.39,10.34,0,,,
"2025",18.79,15.15,0,,,
