"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",,,,,,
"2009",0,0,,,0.07,
"2010",0.01,0,,,0.05,
"2011",0.02,0,,,0.03,
"2012",0.05,0.12,,,0.06,
"2013",0.05,0.13,0,,0.1,
"2014",0.17,0.23,,,0.12,
"2015",0.22,0.38,,,0.14,
"2016",0.19,1,,,0.14,
"2017",0.44,2.13,,,0.36,
"2018",0.67,4.05,,,0.96,
"2019",1.66,5.24,,,1.88,
"2020",4.4,13.73,,0,1.91,
"2021",10.31,20.48,,0.01,0.88,
"2022",17.79,19.8,0,0.02,0.73,
"2023",33.91,20.67,0,,0.54,
"2024",29.53,20.07,0,,0.16,
"2025",35.92,20.58,0,,0,
