"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",,,,,,
"2009",0.02,0,0,,,
"2010",0.01,0,0,,,
"2011",0.24,0,0,,,
"2012",0.28,0.02,0,,,
"2013",0.28,0,0.01,,,
"2014",0.83,0.01,0.01,,0.06,
"2015",2,0.06,0.01,,0.03,
"2016",0.55,0.07,0.01,,0.03,
"2017",0.32,0.11,0.01,,0.02,
"2018",0.69,1.46,0,,0,
"2019",2.43,1.69,0,0,0,
"2020",7.16,9.25,0.02,0,0,
"2021",13.4,21.82,0.04,0,0,
"2022",20.71,17.81,0,,,
"2023",36.24,9.64,0,,0,
"2024",51.72,4.09,0,,,
"2025",67.15,2.57,0.02,,,
