"Category","AC","DC"
"2020 Q1",117,22
"2020 Q2",124,26
"2020 Q3",125,34
"2020 Q4",124,37
"2021 Q1",251,60
"2021 Q2",239,56
"2021 Q3",330,82
"2021 Q4",445,171
"2022 Q1",458,185
"2022 Q2",567,211
"2022 Q3",634,231
"2022 Q4",766,270
"2023 Q1",792,294
"2023 Q2",829,332
"2023 Q3",1054,413
"2023 Q4",1165,459
"2024 Q1",1511,707
"2024 Q2",1599,804
"2024 Q3",1650,999
"2024 Q4",1892,1128
"2025 Q1",2044,1331
"2025 Q2",2095,1458
"2025 Q3",2226,1596
"2025 Q4",2289,1741
