"Category","AC","DC"
"2020 Q1",190,109
"2020 Q2",214,117
"2020 Q3",228,114
"2020 Q4",238,187
"2021 Q1",849,217
"2021 Q2",847,202
"2021 Q3",962,202
"2021 Q4",1030,211
"2022 Q1",1037,201
"2022 Q2",1261,328
"2022 Q3",1583,446
"2022 Q4",1704,528
"2023 Q1",1448,495
"2023 Q2",1533,583
"2023 Q3",1561,631
"2023 Q4",1690,690
"2024 Q1",1877,758
"2024 Q2",1915,824
"2024 Q3",1882,847
"2024 Q4",2193,1055
"2025 Q1",2406,1188
"2025 Q2",2535,1285
"2025 Q3",2557,1367
"2025 Q4",2632,1547
