"Category","AC","DC"
"2020 Q1",70,19
"2020 Q2",226,66
"2020 Q3",277,81
"2020 Q4",326,151
"2021 Q1",320,182
"2021 Q2",346,180
"2021 Q3",702,245
"2021 Q4",810,287
"2022 Q1",883,318
"2022 Q2",997,336
"2022 Q3",1013,365
"2022 Q4",1067,412
"2023 Q1",1270,511
"2023 Q2",1660,818
"2023 Q3",1845,861
"2023 Q4",1817,906
"2024 Q1",1884,1147
"2024 Q2",2518,1350
"2024 Q3",2536,1448
"2024 Q4",2660,1906
"2025 Q1",3115,2312
"2025 Q2",3187,2544
"2025 Q3",3566,2979
"2025 Q4",3576,3536
