"Category","AC","DC"
"2020 Q1",308,173
"2020 Q2",547,209
"2020 Q3",494,240
"2020 Q4",631,400
"2021 Q1",683,367
"2021 Q2",745,382
"2021 Q3",1102,545
"2021 Q4",1383,618
"2022 Q1",1452,651
"2022 Q2",1673,692
"2022 Q3",2713,1109
"2022 Q4",2807,1061
"2023 Q1",2629,993
"2023 Q2",3074,1160
"2023 Q3",3374,1279
"2023 Q4",3389,1275
"2024 Q1",3497,1395
"2024 Q2",3768,1416
"2024 Q3",3878,1615
"2024 Q4",4466,1893
"2025 Q1",4610,1954
"2025 Q2",4851,2054
"2025 Q3",5001,2178
"2025 Q4",5064,2510
