"Category","AC","DC"
"2020 Q1",67,42
"2020 Q2",70,45
"2020 Q3",70,51
"2020 Q4",70,53
"2021 Q1",71,52
"2021 Q2",71,54
"2021 Q3",71,57
"2021 Q4",71,56
"2022 Q1",67,54
"2022 Q2",67,54
"2022 Q3",341,55
"2022 Q4",371,57
"2023 Q1",397,29
"2023 Q2",824,194
"2023 Q3",861,219
"2023 Q4",1039,274
"2024 Q1",2566,481
"2024 Q2",1117,531
"2024 Q3",1373,849
"2024 Q4",1707,1240
"2025 Q1",1832,1503
"2025 Q2",2138,1713
"2025 Q3",2534,1810
"2025 Q4",2744,1969
