,PC1,PC2,PC3
255,1.2398139618087827,2.207855658809043,-0.6785972175510898
256,-1.5521717274006306,2.2166785075543998,-0.839515900427077
257,-2.0213807404902946,2.5508260236142064,-0.8782488881725005
258,-1.236579435113803,1.7650703141789794,-2.005855541857536
259,-1.6389253906834853,2.0001733858883157,-2.6403614477684423
260,-3.397960109048651,2.2195787681027834,-1.3438452341957676
266,3.453549966346098,-1.155833544557889,-0.4957768666395406
267,2.720629269784957,-1.35070504507513,0.07397464930763743
268,1.0808744875562462,-1.462048564420401,0.533043738083793
269,1.1090986413591688,-1.396833598544091,0.24057637014765038
270,-1.936707123219769,-1.0464113284220449,0.4303152510321098
271,-2.327740483712168,-0.9174674892783521,0.6062497845002283
272,-1.5989234826705319,-1.3574902045100408,-1.2027520070835773
273,-1.7900208977559016,-1.4012543989199022,-1.5709844099273735
274,-3.5851571991995934,-1.2030862182299047,-0.4754238304217809
280,4.216572515124224,-0.054710336396030915,-0.5290963335415505
281,3.451613123000654,0.02957117592333277,0.057645692673165445
282,1.4678517571706842,0.07627263053312835,1.0467300855809363
283,1.1888321393285375,-0.3041284364313199,0.536752974016042
284,-2.242870853414929,0.38443536399157213,2.719713889546933
285,-2.199259580212948,0.032006910506294645,2.241418554784419
286,-1.0864504960053163,-1.0182152607628812,-0.9400761313737175
287,-1.240547197855546,-1.2234014188250841,-0.7952225518035717
288,-3.1708421279434464,-0.39220998754211106,-0.1405017643226829
294,3.836154092806965,-1.0628768223877156,-0.14741003158314095
295,3.2189383194830596,-1.1442658249890902,0.9611650582442254
296,1.1822580102858093,-0.49643662192589566,1.8494612178158567
297,0.9541365719510198,0.13359047143161007,0.6707186515198289
298,-1.750937813886828,0.16457204383329097,0.28781233525443706
299,-2.0144096803819598,0.2170429879820235,0.34077582068684265
300,-1.3942287846625199,-0.05633130443156914,-1.4742208818369982
301,-1.5208062661079524,-0.14971799041413744,-1.2163026892890003
302,-3.3534418874523007,0.1366360760750137,0.8297667005407812
308,4.577843298745549,-0.1314701169312235,-0.04189956004019023
309,3.2680630002262854,0.41062372232675837,-0.35281637312533526
310,1.777724500678939,0.045613077783025514,0.3733007232859039
311,1.634724174094276,0.16787757162356232,0.1769158419586017
312,-1.5333437419864695,0.3732473240358954,2.425044387803
313,-1.2392829390958038,-0.32090229662969605,0.41597893134653285
314,-1.0987623789493377,-0.1329901673849887,-1.0113167082035381
315,-0.8523734690086332,-0.7688534119897918,-1.3031022040348166
316,-2.7110808545848313,-0.20446684488919867,0.11726182466852232
322,4.016544677766333,0.9540960406019745,-1.091869881615963
323,3.38565681528309,0.8694759087027869,-0.2417272628925732
324,1.6576214751274214,1.1284663755712123,0.8368212978852078
325,1.3232232046621566,1.0430141848637235,0.5209135530679707
326,-1.7417262875405153,1.3232707321223447,0.8775019683086047
327,-2.215814372513498,1.2748998942009295,1.235040828829521
328,-1.1617675681469102,0.4043746573734437,-1.1734541707619766
329,-1.230020481123642,0.18186872430528664,-1.6375881283820872
330,-2.9254368068686607,0.6304876965051531,-0.11420696708453736
336,4.218283706209618,0.8928890669709867,0.3095518311729189
337,3.4184963451774704,1.040065806793651,0.18874695187469367
338,1.7135184396751626,1.2680941191411124,0.7267943453168163
339,1.3956911785404833,0.8641306379476628,0.4686902979782923
340,-1.8692279084923857,1.3108664003855361,1.2780595322233443
341,-2.0271238216060556,1.1905499279829936,0.7002892085669836
342,-1.2152153608006682,0.7087540218398077,-1.467444429377892
343,-1.3980023227362914,0.6495897400062548,-1.800559789656993
344,-3.220743459104184,0.929799810804532,-0.2908749316879119
350,3.9887636476522217,-1.370100757850188,0.284159968509073
351,3.2766444874568266,-1.5893006951139654,1.2747407701874847
352,1.2539837130960996,-1.2138926436915691,1.2403916515535005
353,1.0306868016426107,-0.5878551098472089,0.8131481966858499
