Country,Year,BEV Percentage (Total Number Of Registrations),BEV (New Registrations),GDP,CPI,EG,Recharging Points,AC Recharging Speed (km/h),DC Recharging Speed (km/h),Available,Battery Capacity,Real Range,Purchase price (EUR),Log_BEV Percentage (Total Number Of Registrations),Log_BEV (New Registrations),Log_Recharging Points,Log_GDP,Log_CPI,Log_Available,Log_DC Recharging Speed (km/h),YJ_Purchase price (EUR)
Austria,2023,19.910000000000004,47613.99999999998,477837.3,7.814134170028328,0.8,76773,70.30769230769201,649.2307692307699,371.0,79.230769230769,361.7945214093807,45999.05000000002,3.0402275134405423,10.770903116628146,11.24862132015093,13.07702766972365,2.1763565886806466,5.918893854273146,6.477327329467392,1.2443231316336583
Austria,2024,17.579999999999995,44621.99999999999,494087.6,2.937915742793849,0.1,102562,84.21975370048266,711.4345658618294,580.1958722522671,85.05352762209984,378.9233317561453,45999.05000000002,2.922085733385692,10.706004700150416,11.538232522896736,13.110470132315092,1.3706515840494515,6.365087829558497,6.568688070538588,1.2443231316336583
Belgium,2011,0.049999999999999996,288.00000000000006,378745.4,3.532082107227431,1.2,143,17.499999999999996,174.99999999999991,4.0,16.375,95.0,30469.929999999997,0.04879016416943199,5.666426688112432,4.969813299576001,12.844622130810048,1.5111814602186422,1.6094379124341003,5.170483995038151,-1.4930844053620678
Belgium,2012,0.11999999999999998,584.9999999999998,387934.9,2.83966343445896,0.2,233,29.169521043596298,217.39413911549923,4.0,23.269579724420442,95.0,30469.929999999997,0.11332868530700316,6.373319789577012,5.455321115357702,12.868595398771799,1.3453847154820762,1.6094379124341003,5.386301407958927,-1.4930844053620678
Belgium,2013,0.10000000000000002,494.0,394616.3,1.113095940275394,-0.2,378,48.199999999999996,270.00000000000006,8.0,32.9,142.22,30469.929999999997,0.09531017980432487,6.20455776256869,5.937536205082426,12.885671713474805,0.7481541423714431,2.1972245773362196,5.602118820879701,-1.4930844053620678
Belgium,2014,0.27,1339.0,404958.3,0.3400028333569646,0.4,614,22.600000000000005,239.99999999999994,13.0,33.25999999999999,155.77,35555.639999999985,0.23901690047049992,7.200424892944957,6.421622267806518,12.911541847211673,0.29267172840608047,2.6390573296152584,5.484796933490655,-0.88565742138688
Belgium,2015,0.32000000000000006,1613.0000000000007,415538.0,0.5614291527900868,0.8,1437,47.7,381.2499999999999,21.0,56.40999999999999,215.22,42052.00000000004,0.27763173659827955,7.3864708488298945,7.271008538280992,12.937331751688687,0.44560152545974413,3.091042453358316,5.946074844809171,0.2778088403931457
Belgium,2016,0.41000000000000003,2216.0,428467.1,1.973852646531751,1.3,1620,44.849999999999994,371.50000000000006,23.0,62.48500000000002,269.27,39789.10999999997,0.34358970439007697,7.7039102096163115,7.390798521735676,12.967971568507792,1.089858299578364,3.1780538303479458,5.920237037819614,-0.18327089379826644
Belgium,2017,0.53,2945.0000000000005,443407.2,2.125970860026078,1.5,1789,47.705882352940996,267.27272727273004,28.0,40.4,221.75,44717.85999999997,0.4252677354043441,7.988203597022576,7.489970898834801,13.002246069452976,1.1397449101471604,3.367295829986474,5.592004102144579,0.9066685175413296
Belgium,2018,0.72,4041.0000000000014,459491.8,2.053164998651842,1.5,3038,48.714285714286,267.7777777777801,29.0,41.2,216.55,46225.87999999999,0.5423242908253617,8.304494897963567,8.019283792916793,13.037878551449458,1.116178757052232,3.4011973816621555,5.5938849332738165,1.3066140324564979
Belgium,2019,1.5900000000000003,8885.999999999995,479444.9,1.436819569964301,1.6,6558,57.06666666666701,458.9285714285701,34.0,69.48000000000002,300.68,42237.970000000016,0.9516578757114464,9.092344813738475,8.788593431293735,13.080386341080043,0.8906937341361562,3.5553480614894135,6.131071197922922,0.31858354261669347
Belgium,2020,3.4800000000000004,14995.999999999996,463750.9,0.740791812220353,-0.1,28147,39.325301204819006,403.16455696203013,97.0,57.76144578313298,286.2,38311.38000000003,1.4996230464268938,9.61560546008168,10.24523158308644,13.04710498993043,0.5543400742104477,4.584967478670572,6.001822114242144,-0.45103572356237
Belgium,2021,5.739999999999999,21975.0,506047.2,2.440248511440835,1.7,43781,40.90434782608699,493.3913043478299,168.0,64.04695652173898,308.73,40745.01000000002,1.9080599249242156,9.99770622777511,10.686978052993675,13.134387200649947,1.2355437104739184,5.1298987149230735,6.203327317695581,0.003736800253886465
Belgium,2022,10.319999999999999,37815.0,561309.1,9.597511728725014,1.9,72304,49.31481481481501,594.2592592592601,253.0,73.78703703703697,345.44,43874.27000000001,2.4265710727750367,10.540487572473072,11.188648562048893,13.238028794711035,2.360619230988559,5.537334267018537,6.388997040490443,0.6971592583048458
Belgium,2023,19.590000000000003,93382.0,602376.3,4.049010776139445,0.8,147542,70.30769230769201,649.2307692307699,371.0,79.230769230769,361.7945214093807,45999.05000000002,3.0248055210396982,11.44446459480262,11.90187493770046,13.308639272154892,1.619192338186136,5.918893854273146,6.477327329467392,1.2443231316336583
Belgium,2024,28.379999999999995,127242.00000000006,620271.8,3.143491365000369,0.3,263074,84.21975370048266,711.4345658618294,580.1958722522671,85.05352762209984,378.9233317561453,45999.05000000002,3.380314170745731,11.753853923076491,12.480194441609013,13.337914660249659,1.4215387573179101,6.365087829558497,6.568688070538588,1.2443231316336583
Bulgaria,2011,0.0,0.0,81126.3,4.21990346601874,-2.2,8,17.499999999999996,174.99999999999991,4.0,16.375,95.0,30469.929999999997,0.0,0.0,2.1972245773362196,11.303774804914207,1.6524789086236895,1.6094379124341003,5.170483995038151,-1.4930844053620678
