Country,Year,BEV Percentage (Total Number Of Registrations),BEV (New Registrations),GDP,CPI,EG,Recharging Points,AC Recharging Speed (km/h),DC Recharging Speed (km/h),Available,Battery Capacity,Real Range,Purchase price (EUR)
Portugal,2020,5.4,7849.0,"201,032.7",-0.0124383299575331,-2.0,7431.0,39.325301204819,403.16455696203,97.0,57.761445783133,286.2,38311.38
Portugal,2021,9.04,13258.0,"216,493.7",1.265657190690413,1.4,14024.0,40.904347826087,493.39130434783,168.0,64.046956521739,308.73,40745.01
Portugal,2022,11.39,17806.0,"243,957.1",7.832691242333217,3.7,21369.0,49.314814814815,594.25925925926,253.0,73.787037037037,345.44,43874.27
Portugal,2023,18.21,36361.0,"270,352.6",4.311281918986795,2.0,29059.0,70.307692307692,649.23076923077,371.0,79.230769230769,,45999.05
Portugal,2024,20.06,42065.0,"289,428.0",2.416131877918763,0.7,41495.0,,,,,,
Romania,2011,0.01,5.0,"587,235.0",5.78925328815879,-2.3,,17.5,175.0,4.0,16.375,95.0,
Romania,2012,0.0,2.0,"621,214.7",3.334922676934441,1.4,,,,4.0,,95.0,
Romania,2013,0.05,31.0,"631,634.0",3.984712355481279,-0.9,,48.2,270.0,8.0,32.9,142.22,30469.93
Romania,2014,,,"668,905.0",1.068309876842947,0.8,15.0,22.6,240.0,13.0,33.26,155.77,35555.64
Romania,2015,0.07,54.0,"712,548.6",-0.5941564374951465,-1.3,59.0,47.7,381.25,21.0,56.41,215.22,42052.0
Romania,2016,0.07,64.0,"752,129.1",-1.544796668139026,-1.1,63.0,44.85,371.5,23.0,62.485,269.27,39789.11
Romania,2017,0.22,235.0,"851,620.6",1.339021211043979,2.4,114.0,47.705882352941,267.27272727273,28.0,40.4,221.75,44717.86
Romania,2018,0.38,504.0,"953,049.2",4.625484431377739,0.1,125.0,48.714285714286,267.77777777778,29.0,41.2,216.55,46225.88
Romania,2019,1.0,1613.0,"1,059,822.1",3.827854325994349,0.1,64.0,57.066666666667,458.92857142857,34.0,69.48,300.68,42237.97
Romania,2020,2.25,2844.0,"1,063,650.7",2.631073111847455,-2.1,1216.0,39.325301204819,403.16455696203,97.0,57.761445783133,286.2,38311.38
Romania,2021,5.26,6342.0,"1,186,015.4",5.052328760965817,0.8,3072.0,40.904347826087,493.39130434783,168.0,64.046956521739,308.73,40745.01
Romania,2022,8.94,11556.0,"1,384,597.8",13.79548874325207,0.7,5391.0,49.314814814815,594.25925925926,253.0,73.787037037037,345.44,43874.27
Romania,2023,10.53,15221.0,"1,590,749.4",10.39718747649961,-1.2,9688.0,70.307692307692,649.23076923077,371.0,79.230769230769,,45999.05
Romania,2024,6.49,9802.0,"1,759,183.3",5.721405743544354,1.6,15449.0,,,,,,
Slovakia,2011,0.04,25.0,"71,629.5",3.919285991462897,1.8,,17.5,175.0,4.0,16.375,95.0,
Slovakia,2012,0.0,3.0,"73,727.6",3.606102635228893,0.1,3.0,,,4.0,,95.0,
Slovakia,2013,,,"74,642.7",1.400473689630275,-0.8,3.0,48.2,270.0,8.0,32.9,142.22,30469.93
Slovakia,2014,0.03,24.0,"76,562.3",-0.0761653295419925,1.4,50.0,22.6,240.0,13.0,33.26,155.77,35555.64
Slovakia,2015,0.02,15.0,"80,376.3",-0.3252197774276946,2.0,99.0,47.7,381.25,21.0,56.41,215.22,42052.0
Slovakia,2016,0.06,55.0,"81,621.6",-0.5200101962782973,2.4,335.0,44.85,371.5,23.0,62.485,269.27,39789.11
Slovakia,2017,0.22,214.0,"84,960.4",1.311945882232337,2.2,443.0,47.705882352941,267.27272727273,28.0,40.4,221.75,44717.86
Slovakia,2018,0.31,301.0,"90,275.9",2.5140371288381,2.0,507.0,48.714285714286,267.77777777778,29.0,41.2,216.55,46225.88
Slovakia,2019,0.16,166.0,"94,547.5",2.664561334254356,1.0,211.0,57.066666666667,458.92857142857,34.0,69.48,300.68,42237.97
Slovakia,2020,1.19,907.0,"94,320.6",1.936941266942209,-1.9,1397.0,39.325301204819,403.16455696203,97.0,57.761445783133,286.2,38311.38
Slovakia,2021,1.5,1136.0,"101,891.6",3.149606299212675,-0.6,4520.0,40.904347826087,493.39130434783,168.0,64.046956521739,308.73,40745.01
Slovakia,2022,1.91,1508.0,"109,959.8",12.774146363761,1.8,7088.0,49.314814814815,594.25925925926,253.0,73.787037037037,345.44,43874.27
Slovakia,2023,2.86,2516.0,"123,538.7",10.53194766452113,0.3,8631.0,70.307692307692,649.23076923077,371.0,79.230769230769,,45999.05
Slovakia,2024,2.34,2227.0,"130,207.5",2.757609094242728,-0.2,11351.0,,,,,,
Slovenia,2011,0.02,12.0,"36,782.2",1.802851719419044,-1.7,,17.5,175.0,4.0,16.375,95.0,
Slovenia,2012,0.03,17.0,"35,933.6",2.597413860390107,-0.9,4.0,,,4.0,,95.0,
Slovenia,2013,,,"36,041.3",1.769200858818989,-1.1,4.0,48.2,270.0,8.0,32.9,142.22,30469.93
Slovenia,2014,0.04,22.0,"37,270.9",0.1993438265707711,0.4,151.0,22.6,240.0,13.0,33.26,155.77,35555.64
Slovenia,2015,0.15,93.0,"38,493.9",-0.5255522858208318,1.3,404.0,47.7,381.25,21.0,56.41,215.22,42052.0
Slovenia,2016,0.23,152.0,"40,013.2",-0.0549995416704661,1.9,474.0,44.85,371.5,23.0,62.485,269.27,39789.11
Slovenia,2017,0.46,336.0,"42,625.5",1.429107433193026,2.9,493.0,47.705882352941,267.27272727273,28.0,40.4,221.75,44717.86
Slovenia,2018,0.64,480.0,"45,462.4",1.73860861988179,3.2,540.0,48.714285714286,267.77777777778,29.0,41.2,216.55,46225.88
Slovenia,2019,0.8,579.0,"48,156.5",1.630522607543421,2.4,596.0,57.066666666667,458.92857142857,34.0,69.48,300.68,42237.97
Slovenia,2020,3.12,1667.0,"46,738.7",-0.0548568157606016,-0.7,1657.0,39.325301204819,403.16455696203,97.0,57.761445783133,286.2,38311.38
Slovenia,2021,3.13,1688.0,"52,032.4",1.917065060892635,1.3,4082.0,40.904347826087,493.39130434783,168.0,64.046956521739,308.73,40745.01
Slovenia,2022,5.0,2319.0,"56,881.6",8.833698867494546,2.9,5394.0,49.314814814815,594.25925925926,253.0,73.787037037037,345.44,43874.27
Slovenia,2023,8.86,4338.0,"64,050.0",7.446877173858359,1.5,6480.0,70.307692307692,649.23076923077,371.0,79.230769230769,,45999.05
Slovenia,2024,5.98,3148.0,"67,418.1",1.965626564325074,0.5,7796.0,,,,,,
Spain,2011,0.07,568.0,"1,068,690.0",3.196101888337842,-2.4,,17.5,175.0,4.0,16.375,95.0,
Spain,2012,0.06,443.0,"1,035,964.0",2.44612782366812,-4.3,406.0,,,4.0,,95.0,
Spain,2013,0.13,936.0,"1,025,652.0",1.408581091830136,-2.2,891.0,48.2,270.0,8.0,32.9,142.22,30469.93
Spain,2014,0.12,1085.0,"1,038,949.0",-0.1511148375272046,1.0,918.0,22.6,240.0,13.0,33.26,155.77,35555.64
Spain,2015,0.14,1461.0,"1,087,112.0",-0.5003657099032504,2.9,1663.0,47.7,381.25,21.0,56.41,215.22,42052.0
Spain,2016,0.19,2211.0,"1,122,967.0",-0.2025980004264603,2.1,3645.0,44.85,371.5,23.0,62.485,269.27,39789.11
Spain,2017,0.32,4084.0,"1,170,024.0",1.95607633363965,2.6,5089.0,47.705882352941,267.27272727273,28.0,40.4,221.75,44717.86
Spain,2018,0.45,6135.0,"1,212,276.0",1.674981368637938,2.2,5209.0,48.714285714286,267.77777777778,29.0,41.2,216.55,46225.88
Spain,2019,0.8,10427.0,"1,253,710.0",0.6995189944586921,2.7,2732.0,57.066666666667,458.92857142857,34.0,69.48,300.68,42237.97
Spain,2020,2.14,18233.0,"1,129,214.0",-0.3227530172996851,-4.4,16690.0,39.325301204819,403.16455696203,97.0,57.761445783133,286.2,38311.38
Spain,2021,2.82,24230.0,"1,235,474.0",3.093135119764123,2.6,28083.0,40.904347826087,493.39130434783,168.0,64.046956521739,308.73,40745.01
Spain,2022,3.86,31412.0,"1,375,863.0",8.390576341186343,3.8,60115.0,49.314814814815,594.25925925926,253.0,73.787037037037,345.44,43874.27
Spain,2023,5.78,54845.0,"1,497,761.0",3.532361334924285,3.3,108528.0,70.307692307692,649.23076923077,371.0,79.230769230769,,45999.05
Spain,2024,5.79,58856.0,"1,594,330.0",2.774178265347752,2.3,138911.0,,,,,,
Sweden,2011,0.06,183.0,"3,704,817.0",2.961150738221425,2.3,,17.5,175.0,4.0,16.375,95.0,
Sweden,2012,0.1,267.0,"3,724,495.0",0.8883775069236393,0.8,505.0,,,4.0,,95.0,
Sweden,2013,0.16,453.0,"3,804,976.0",-0.044292970148575,1.0,1020.0,48.2,270.0,8.0,32.9,142.22,30469.93
Sweden,2014,0.42,1370.0,"3,963,666.0",-0.1796384941146926,1.5,1205.0,22.6,240.0,13.0,33.26,155.77,35555.64
Sweden,2015,0.86,3103.0,"4,230,936.0",-0.046784744983309,1.5,2167.0,47.7,381.25,21.0,56.41,215.22,42052.0
Sweden,2016,0.83,3219.0,"4,392,801.0",0.9842692445780518,2.0,2712.0,44.85,371.5,23.0,62.485,269.27,39789.11
Sweden,2017,1.12,4403.0,"4,575,114.0",1.79449904665588,2.5,5107.0,47.705882352941,267.27272727273,28.0,40.4,221.75,44717.86
Sweden,2018,1.99,7263.0,"4,777,837.0",1.953535301270277,1.7,6420.0,48.714285714286,267.77777777778,29.0,41.2,216.55,46225.88
Sweden,2019,4.25,15594.0,"5,021,382.0",1.784150974038374,0.6,11444.0,57.066666666667,458.92857142857,34.0,69.48,300.68,42237.97
Sweden,2020,9.55,27897.0,"5,012,855.0",0.497367318853587,-1.3,47680.0,39.325301204819,403.16455696203,97.0,57.761445783133,286.2,38311.38
Sweden,2021,19.09,57454.0,"5,417,760.0",2.163197364471508,1.3,70537.0,40.904347826087,493.39130434783,168.0,64.046956521739,308.73,40745.01
Sweden,2022,32.84,94603.0,"5,816,415.0",8.36929098869185,3.5,83510.0,49.314814814815,594.25925925926,253.0,73.787037037037,345.44,43874.27
Sweden,2023,38.42,111338.0,"6,143,187.0",8.54862489748906,1.2,126758.0,70.307692307692,649.23076923077,371.0,79.230769230769,,45999.05
Sweden,2024,34.99,94333.0,"6,379,843.0",2.835816582240299,-0.3,189977.0,,,,,,
