,PC1,PC2,PC3
0,3.2895315402353376,0.659024419679365,0.024355780267142104
1,1.756454475194968,0.4643104365359186,-0.5019735838694915
2,-0.3214999812984347,0.23094446134975427,-1.2229515057545695
3,-1.8672263746319397,0.4879561199960537,-0.08946228412260789
4,-3.549326064562175,0.6626799456263787,1.3572500753325252
6,3.3807809520266563,1.214175202679478,1.2401409033793065
7,1.7673679164812788,0.6253506492950632,-0.3538617415379722
8,-0.354417603139124,0.4643314522743083,-1.0855272476073183
9,-1.7982718195018883,0.8165070768500451,0.2952407705323004
10,-3.6410896212084247,0.9521096668406113,1.0785849841688069
12,3.575051773572037,-0.8765990662580411,0.32516716315692645
13,2.0223856095445765,-0.43803106326820185,0.7053713191229652
14,-0.1817561054861327,-0.7931880387983125,-0.8154635671938034
15,-1.689154243940995,-0.7562920562787907,-0.1643188938238031
16,-3.3491515456672656,-0.6505242082284697,0.9806631244890072
18,3.726920671857936,-1.0427728113229449,0.7864722211599464
19,2.0027421254940383,-0.8864238646994692,0.048295268929878225
20,-0.1049767454370461,-1.1947600547703814,-0.7725986632754764
21,-1.6331314259031815,-1.1855814926251977,-0.18283451263852055
22,-3.3599892986164814,-1.6477035759887881,-0.19781836663250746
24,4.213422688282635,-1.1800483126197248,3.508034896297556
25,2.225421528590925,-2.239098734142274,-0.14634052217310772
26,0.14148421210995948,-2.5351597262868073,-0.966117280309576
27,-1.356757105167253,-2.100917987355743,0.1409754132542157
28,-3.1405429102819786,-1.9539997405616292,1.0768938503682437
30,3.2612613939876156,0.9333070117315949,-0.5736698689390631
31,1.784504648574549,0.9709309768087099,-0.5996131239880783
32,-0.36931849859602334,0.9130828093684187,-1.3252134991714801
33,-1.9029132862923,0.7724732930755157,-1.0424307037897709
34,-3.4904559745720727,0.9694111057964739,0.7238773736198814
36,3.415695761221308,0.9925582624681097,0.07060228729449416
37,1.8207854983319174,0.8413739907151345,-0.6208415011068205
38,-0.32365868301986395,0.5779207568054248,-1.7124702076038218
39,-1.7557423386081203,1.0588661692974943,0.06387340824305676
40,-3.5110693596637694,1.1635397500650024,1.0396409829093665
42,4.038506088657474,-1.6265660739558614,1.73576325007035
43,2.1430645304922127,-1.5759065795777154,0.7636933492246136
44,-0.07703649641375296,-2.4183111929470744,-1.741491957916101
45,-1.549049579225949,-2.110431143680177,-0.598222264588871
46,-3.2662697781020036,-1.318065092610199,1.6247741211775704
48,3.4896038228868425,0.10924820705181022,0.23323353471916664
49,1.866672235576699,-0.008140473110274734,-0.37474302592513825
50,-0.196864166689383,-0.3751050596574464,-1.1915827442564138
51,-1.7601883769934987,0.0691043949615721,0.10940468353240151
52,-3.432990433511769,-0.19910517144206677,0.6392668571135112
54,3.1907052080147658,2.563302556658226,1.0601464832211502
55,1.7100636982745818,1.3336059791434747,-0.7046109897568197
56,-0.3810526824412167,1.401667721129991,-1.0666616247896346
57,-1.9556104942568635,1.594727975498447,-0.24083013245894525
58,-3.677557581809208,1.5973606435682512,0.7455065203686922
60,3.333630067077121,2.975748874869835,2.3876035988606548
61,1.5919895973060438,2.1540713081361744,0.036618884713153665
62,-0.43466579370675956,1.7040027883374103,-0.9309099683558872
63,-1.9915225616036767,1.7986277110569504,-0.20471908848404927
64,-3.6912544624332937,1.962669217716544,1.1426715450645548
66,3.4333866930014856,-0.9725321022464771,-0.6538752383950441
67,2.0919132346426674,-1.0401912415094872,-0.6246991223111065
68,-0.11125629622158308,-1.0732570108370205,-1.3077563487149029
69,-1.556263120295595,-0.6270539129583128,0.0848015629675237
70,-3.4316184208196745,-0.2890521424566835,0.9727945108345141
72,3.1841878002043815,1.5535501884974252,-1.184358604277312
73,1.6417922381194872,1.5206750128726947,-1.6584277015462565
74,-0.4318444960888061,1.568487521181801,-1.8956198296139568
75,-2.026882576033598,1.6377598726549547,-1.2584696846972763
76,-3.610599973028651,1.3998220557179195,-0.3520721012613823
78,3.6797069343637743,-0.27421892375529106,0.10866695605794581
79,1.9250520089611904,-0.6736685642693064,-1.3231392752734628
80,-0.16436335423280832,-0.7857556368402353,-1.906884734987716
81,-1.711465184714314,-0.5187432836544077,-0.8545868498565141
82,-3.388128433752575,-0.4920926414268101,0.3135826766181737
84,3.445500162497183,1.2726430676897773,0.4278648491976616
85,1.7466978861424272,1.3786527677037896,-0.09578099947950594
86,-0.383549597947954,1.0262432955596628,-1.1665540721336174
87,-1.9111694216895316,0.9828205252757417,-0.6718323358695746
88,-3.51475205318674,1.0374763838758716,0.7579869979478234
90,3.833642512739672,-0.31998961821506233,3.187007535248616
91,2.079938963810479,-1.0694507103612272,0.8349205659983084
92,-0.10459116256581719,-1.2542050779940288,-0.07853514049566057
93,-1.5766942421681156,-1.7162517437065412,-0.1781642160462502
94,-3.1221247285045948,-1.2238590514406016,2.163301597859455
96,3.6550957387198664,-1.31570557078565,0.449471399875355
97,2.0465750218469214,-1.4835939936544953,-0.12538933666490784
98,-0.16096258242290465,-1.9763542490699935,-1.9405145854021317
99,-1.6386041548203627,-1.231304431975618,-0.13993821106878387
100,-3.173042156901763,-1.0150959911872979,1.4829700593517832
102,3.5319307832440687,-0.6220152001922885,0.3547375200167031
103,1.9567619045497588,-0.8777631659002192,-0.416955381515825
104,-0.05552867009774429,-1.1325944611323822,-0.8494733506317734
105,-1.54699822763258,-0.9401073750238567,0.2139833650913011
106,-3.2916037986282385,-0.9418243885205653,1.2538146508485544
108,3.748464474069379,-2.030732376959336,0.2974425736324792
109,2.261178323042279,-2.1781377886097792,0.12147084777420179
110,0.20091588486866938,-2.7468608624254047,-0.8930081693399239
111,-1.3525028731539204,-2.942708172415949,-0.722680441647675
112,-3.035020492879047,-2.8640579168499425,0.4948646251880104
114,3.173932338119928,2.3112438367892136,1.5017694176626408
115,1.5935358697482827,1.4284948665464932,-0.5499467176380819
116,-0.5158196571479315,1.0195885965922458,-1.6415346711202459
117,-1.9142982223245,1.235347432051341,-0.2200084056383868
118,-3.750341497108971,1.2428504058479075,0.47255281324298104
120,3.2890878837774116,0.8660716596310515,0.052431830015951406
121,1.6904560310019905,0.536189858312657,-1.3765213532192073
122,-0.3363813888191169,0.5965440073205696,-1.2248101929868178
123,-1.8819531940782213,0.9469814179876028,-0.08398985877850947
124,-3.518333945409521,1.5865111811781272,2.3246526931729967
126,3.589927506928161,0.04384015915389214,0.6980705060164851
127,1.969037865979794,0.06856696837239984,0.2563133178956415
128,-0.21872483619357624,-0.4140883218756645,-1.2927757944322866
129,-1.6858791195752796,-0.20984223860395926,-0.11620128958704067
130,-3.451736748978186,0.003586502929910748,1.1160221027316066
132,3.4052595917329085,0.13013498250445152,-0.08478802053510905
133,1.8289495380268264,0.23116626921232625,-0.4068223847268199
134,-0.2434160390065714,0.18587457295390344,-0.8302662990186217
135,-1.8030774564144427,0.23122135677999942,-0.3956522050599401
136,-3.5891339818598094,0.05677317531917875,-0.0884147351785091
138,3.5232108830946665,-0.3700381049936014,1.0198541987735004
139,1.99641386431778,0.2515091522453779,1.8097614645581366
140,-0.19821465490561704,-0.8236111834102838,-0.9485670043354258
141,-1.7203096996810079,-0.5261852621961597,0.3041605074936138
142,-3.332322908044222,-0.3275169398265488,1.9898452047928623
144,3.8188492362601805,0.11122982465350299,3.2948891992168474
145,2.042305234624155,-0.8049887010960325,0.344391772586779
146,-0.09744431199219017,-1.2629674397411024,-0.9297080801292482
147,-1.6347416712812797,-1.1229403004439515,-0.03666135280531389
148,-3.2558252766535474,-0.9466943541166142,1.6199830845497405
150,3.5565178305724183,0.737106065166223,0.3210063446371214
151,1.7291387039414052,0.6421510196057548,-0.9059004430745745
152,-0.3537992335943121,0.48568073331167355,-1.6421333350526026
153,-1.8038027854170626,0.6306586485820572,-0.6559360769390599
154,-3.628320011357956,0.6442157563853068,0.057980612675480325
156,3.283783629667559,1.773615681246842,0.039410927520401214
157,1.6945483081876132,1.6671736784536824,-0.4708878235140395
158,-0.41275795817511424,1.111800857807914,-1.7876542159564377
159,-1.9945123317073936,1.4167452478746547,-0.7424604153213277
160,-3.640516584301665,1.9447864316303445,1.4707343337051795
