Country,Year,BEV Percentage (Total Number Of Registrations),GDP,CPI,EG,Recharging Points,AC Recharging Speed (km/h),DC Recharging Speed (km/h),Available,Battery Capacity,Real Range,Purchase price (EUR),Log_BEV Percentage (Total Number Of Registrations),Log_Recharging Points,Log_GDP,Log_CPI,Log_EG,Log_Available,Log_AC Recharging Speed (km/h)
Lithuania,2023,7.4,74317.0,9.117319623904732,1.4,3837.0,70.307692307692,649.23076923077,371.0,79.230769230769,379.51078544947944,45999.05,2.128231705849268,8.252706676567644,11.216108462469002,2.3142487694799496,0.8754687373538999,5.918893854273146,4.267004208104314
Lithuania,2024,6.65,78996.2,0.7157358352286965,1.5,9864.0,92.17635463782075,744.7369398802483,551.3231432955934,88.12346395201945,416.9419762403914,48874.922227563424,2.0347056478384444,9.196748418456716,11.277167687783065,0.5398420470410386,0.9162907318741551,6.314133279515715,4.534493983900053
Lithuania,2025,6.99,83970.0151303201,3.791705108604704,1.6071428571428572,25357.96090695856,120.84709475506058,854.2927043943777,819.2916666666667,98.01425600557052,458.0650095236485,51930.59471337719,2.0781907597781832,10.140887434011345,11.338226960306871,1.5668863206484527,0.9582549309731873,6.709659968072142,4.802766936988945
Luxembourg,2020,5.59,64499.2,0.819957302127018,1.8,3824.0,39.325301204819,403.16455696203,97.0,57.761445783133,286.2,38311.38,1.8855533485144158,8.249313746260636,11.07442360355425,0.5988130404437348,1.0296194171811581,4.584967478670572,3.696979093414722
Luxembourg,2021,10.56,73039.5,2.526920090661688,2.9,5194.0,40.904347826087,493.39130434783,168.0,64.046956521739,308.73,40745.01,2.4475508632442313,8.555451903533328,11.198769360809493,1.2604249945361499,1.3609765531356006,5.1298987149230735,3.7353895882770836
Luxembourg,2022,15.82,76731.2,6.336008077779127,3.3,6335.0,49.314814814815,594.25925925926,253.0,73.787037037037,345.44,43874.27,2.822568654544802,8.754002933494261,11.248076716727315,1.9927948360684875,1.4586150226995167,5.537334267018537,3.918299562862077
Luxembourg,2023,23.15,82115.5,3.741403619831411,1.9,9542.0,70.307692307692,649.23076923077,371.0,79.230769230769,379.51078544947944,45999.05,3.184284380098582,9.163563180417254,11.315894249669304,1.5563332141987243,1.0647107369924282,5.918893854273146,4.267004208104314
Luxembourg,2024,27.37,86180.3,2.051132699548584,1.0,9406.0,92.17635463782075,744.7369398802483,551.3231432955934,88.12346395201945,416.9419762403914,48874.922227563424,3.34533224882076,9.149209371971951,11.364208495762485,1.1155128985771627,0.6931471805599453,6.314133279515715,4.534493983900053
Luxembourg,2025,27.09,90446.3116962084,1.1244831562297566,0.5263157894736842,9271.938377698596,120.84709475506058,854.2927043943777,819.2916666666667,98.01425600557052,458.0650095236485,51930.59471337719,3.335413641116152,9.13485558543129,11.412522768946797,0.753528552195692,0.42285685082003355,6.709659968072142,4.802766936988945
Malta,2020,1.23,14362.4,0.6385449567766467,3.2,390.0,39.325301204819,403.16455696203,97.0,57.761445783133,286.2,38311.38,0.8020015854720274,5.968707559985366,9.572438583379133,0.49380862654452673,1.4350845252893227,4.584967478670572,3.696979093414722
Malta,2021,1.5,16689.9,1.497892179347314,3.0,386.0,40.904347826087,493.39130434783,168.0,64.046956521739,308.73,40745.01,0.9162907318741551,5.958424693029782,9.722618939707699,0.9154472479805383,1.3862943611198906,5.1298987149230735,3.7353895882770836
Malta,2022,1.94,17974.7,6.153756219330356,5.1,297.0,49.314814814815,594.25925925926,253.0,73.787037037037,345.44,43874.27,1.0784095813505903,5.697093486505405,9.796776124807346,1.9676375641212418,1.8082887711792655,5.537334267018537,3.918299562862077
Malta,2023,14.95,20911.2,5.093967589788786,6.8,332.0,70.307692307692,649.23076923077,371.0,79.230769230769,379.51078544947944,45999.05,2.7694588292308535,5.808142489980444,9.948087999705033,1.8072993621688014,2.0541237336955462,5.918893854273146,4.267004208104314
Malta,2024,38.78,23071.0,1.650794692831084,5.0,427.0,92.17635463782075,744.7369398802483,551.3231432955934,88.12346395201945,416.9419762403914,48874.922227563424,3.683364273425826,6.059123195581797,10.046375040084676,0.974859479129087,1.791759469228055,6.314133279515715,4.534493983900053
Malta,2025,32.88,25453.87357014423,0.5349706431862606,3.6764705882352944,549.183734939759,120.84709475506058,854.2927043943777,819.2916666666667,98.01425600557052,458.0650095236485,51930.59471337719,3.522824869783854,6.310252285966555,10.144662499525603,0.42851125589618533,1.5425436776040702,6.709659968072142,4.802766936988945
Netherlands,2020,20.43,816463.0,1.272460377891656,-0.5,224164.0,39.325301204819,403.16455696203,97.0,57.761445783133,286.2,38311.38,3.064791809485486,12.320137666818145,13.612738099789896,0.8208631114462788,-0.6931471805599453,4.584967478670572,3.696979093414722
Netherlands,2021,19.89,891550.0,2.675720088053855,1.7,313050.0,40.904347826087,493.39130434783,168.0,64.046956521739,308.73,40745.01,3.0392705755684744,12.65412139554625,13.700717921603648,1.301749055798189,0.9932517730102833,5.1298987149230735,3.7353895882770836
Netherlands,2022,23.32,993820.0,10.00120787534726,3.2,403405.0,49.314814814815,594.25925925926,253.0,73.787037037037,345.44,43874.27,3.1912990570979662,12.907698777966253,13.809312388939377,2.3980050736197907,1.4350845252893227,5.537334267018537,3.918299562862077
Netherlands,2023,30.52,1050133.0,3.838393543428104,1.7,558810.0,70.307692307692,649.23076923077,371.0,79.230769230769,379.51078544947944,45999.05,3.4506222649896783,13.233566591210566,13.864428333038708,1.5765827531185355,0.9932517730102833,5.918893854273146,4.267004208104314
Netherlands,2024,34.45,1122459.0,3.347543042199504,1.0,675302.0,92.17635463782075,744.7369398802483,551.3231432955934,88.12346395201945,416.9419762403914,48874.922227563424,3.5681232529781366,13.42291675802308,13.931033263219739,1.4696108676457116,0.6931471805599453,6.314133279515715,4.534493983900053
Netherlands,2025,36.68,1199766.3216763972,3.259576645136613,0.5882352941176471,816078.4366850988,120.84709475506058,854.2927043943777,819.2916666666667,98.01425600557052,458.0650095236485,51930.59471337719,3.629129449708162,13.612266978086947,13.997638197354462,1.449169776266939,0.462623521948113,6.709659968072142,4.802766936988945
Poland,2020,0.86,2362909.0,3.374469726185885,0.2,3050.0,39.325301204819,403.16455696203,97.0,57.761445783133,286.2,38311.38,0.6205764877251099,8.02322468471667,14.675404468266393,1.4757853070203781,0.18232155679395465,4.584967478670572,3.696979093414722
Poland,2021,1.6,2661518.0,5.055027047192688,2.9,10794.0,40.904347826087,493.39130434783,168.0,64.046956521739,308.73,40745.01,0.9555114450274363,9.286838342948908,14.794407570400955,1.8008888439137722,1.3609765531356006,5.1298987149230735,3.7353895882770836
Poland,2022,2.69,3100850.0,14.42945075757578,1.1,11542.0,49.314814814815,594.25925925926,253.0,73.787037037037,345.44,43874.27,1.3056264580524357,9.353834471614912,14.947187147911748,2.7362780699914144,0.7419373447293773,5.537334267018537,3.918299562862077
Poland,2023,3.6,3415274.0,11.52891279611048,0.1,20247.0,70.307692307692,649.23076923077,371.0,79.230769230769,379.51078544947944,45999.05,1.5260563034950492,9.91581130222496,15.04376857483128,2.5280389970756114,0.09531017980432487,5.918893854273146,4.267004208104314
Poland,2024,3.0,3653432.0,3.784260075128692,-0.7,32839.0,92.17635463782075,744.7369398802483,551.3231432955934,88.12346395201945,416.9419762403914,48874.922227563424,1.3862943611198906,10.399402563566365,15.111177831465811,1.5653313787009324,-1.203972804325936,6.314133279515715,4.534493983900053
Poland,2025,6.73,3908197.520498795,3.820546047633888,4.8999999999999995,53262.20778386921,120.84709475506058,854.2927043943777,819.2916666666667,98.01425600557052,458.0650095236485,51930.59471337719,2.0451088625993306,10.88300108631634,15.178587089344578,1.5728872095367685,1.7749523509116736,6.709659968072142,4.802766936988945
Portugal,2020,5.4,201032.7,-0.0124383299575331,-2.0,7431.0,39.325301204819,403.16455696203,97.0,57.761445783133,286.2,38311.38,1.8562979903656263,8.913550280493675,12.211227834679105,-0.012516333480906547,,4.584967478670572,3.696979093414722
Portugal,2021,9.04,216493.7,1.265657190690413,1.4,14024.0,40.904347826087,493.39130434783,168.0,64.046956521739,308.73,40745.01,2.306577114263583,9.548596730390898,12.285321345755518,0.8178648672646995,0.8754687373538999,5.1298987149230735,3.7353895882770836
Portugal,2022,11.39,243957.1,7.832691242333217,3.7,21369.0,49.314814814815,594.25925925926,253.0,73.787037037037,345.44,43874.27,2.516889695641051,9.969743348313193,12.404751768218071,2.1784597521348705,1.547562508716013,5.537334267018537,3.918299562862077
Portugal,2023,18.21,270352.6,4.311281918986795,2.0,29059.0,70.307692307692,649.23076923077,371.0,79.230769230769,379.51078544947944,45999.05,2.955430976780465,10.277117937124274,12.50748601079325,1.669833222122739,1.0986122886681098,5.918893854273146,4.267004208104314
Portugal,2024,20.06,289428.0,2.416131877918763,0.7,41495.0,92.17635463782075,744.7369398802483,551.3231432955934,88.12346395201945,416.9419762403914,48874.922227563424,3.0473755067058295,10.633352316031235,12.575665295484603,1.2285088811292486,0.5306282510621704,6.314133279515715,4.534493983900053
Portugal,2025,23.26,309849.3122832923,2.336016203166993,0.24499999999999997,59253.072197942114,120.84709475506058,854.2927043943777,819.2916666666667,98.01425600557052,458.0650095236485,51930.59471337719,3.1888289035159043,10.989589785714834,12.643844596242875,1.2047773415491512,0.2191355299166709,6.709659968072142,4.802766936988945
Romania,2020,2.25,1063650.7,2.631073111847455,-2.1,1216.0,39.325301204819,403.16455696203,97.0,57.761445783133,286.2,38311.38,1.1786549963416462,7.104144092987527,13.877218545669082,1.2895282276873337,,4.584967478670572,3.696979093414722
Romania,2021,5.26,1186015.4,5.052328760965817,0.8,3072.0,40.904347826087,493.39130434783,168.0,64.046956521739,308.73,40745.01,1.8341801851120072,8.030409562130485,13.986110686437456,1.8004431171482755,0.5877866649021191,5.1298987149230735,3.7353895882770836
Romania,2022,8.94,1384597.8,13.79548874325207,0.7,5391.0,49.314814814815,594.25925925926,253.0,73.787037037037,345.44,43874.27,2.2965670206684825,8.592671652592143,14.14092098054939,2.6943223196595127,0.5306282510621704,5.537334267018537,3.918299562862077
Romania,2023,10.53,1590749.4,10.39718747649961,-1.2,9688.0,70.307692307692,649.23076923077,371.0,79.230769230769,379.51078544947944,45999.05,2.4449523342809676,9.178746500385005,14.279716412548723,2.4333666123741393,,5.918893854273146,4.267004208104314
Romania,2024,6.49,1759183.3,5.721405743544354,1.6,15449.0,92.17635463782075,744.7369398802483,551.3231432955934,88.12346395201945,416.9419762403914,48874.922227563424,2.0135687975291283,9.645364282325891,14.380360793671723,1.9052973206857273,0.9555114450274363,6.314133279515715,4.534493983900053
Romania,2025,5.59,1945451.5481815618,3.148397944756782,1.6,24635.79696531792,120.84709475506058,854.2927043943777,819.2916666666667,98.01425600557052,458.0650095236485,51930.59471337719,1.8855533485144158,10.111996415906928,14.481005180557537,1.4227222223029805,0.9555114450274363,6.709659968072142,4.802766936988945
Slovakia,2020,1.19,94320.6,1.936941266942209,-1.9,1397.0,39.325301204819,403.16455696203,97.0,57.761445783133,286.2,38311.38,0.7839015438284094,7.242797922793756,11.454465498595788,1.077368654380235,,4.584967478670572,3.696979093414722
Slovakia,2021,1.5,101891.6,3.149606299212675,-0.6,4520.0,40.904347826087,493.39130434783,168.0,64.046956521739,308.73,40745.01,0.9162907318741551,8.416488487294606,11.531674596357943,1.4230134620827894,-0.916290731874155,5.1298987149230735,3.7353895882770836
Slovakia,2022,1.91,109959.8,12.774146363761,1.8,7088.0,49.314814814815,594.25925925926,253.0,73.787037037037,345.44,43874.27,1.0681530811834012,8.866299565855018,11.60787921762558,2.622793383155857,1.0296194171811581,5.537334267018537,3.918299562862077
Slovakia,2023,2.86,123538.7,10.53194766452113,0.3,8631.0,70.307692307692,649.23076923077,371.0,79.230769230769,379.51078544947944,45999.05,1.3506671834767394,9.06323150693797,11.724317840883659,2.445121241482917,0.262364264467491,5.918893854273146,4.267004208104314
Slovakia,2024,2.34,130207.5,2.757609094242728,-0.2,11351.0,92.17635463782075,744.7369398802483,551.3231432955934,88.12346395201945,416.9419762403914,48874.922227563424,1.205970806988609,9.337149218839878,11.776892290803874,1.3237828759541215,-0.22314355131420976,6.314133279515715,4.534493983900053
Slovakia,2025,4.56,137236.29159324165,4.000428234958305,0.13333333333333336,14928.189201714747,120.84709475506058,854.2927043943777,819.2916666666667,98.01425600557052,458.0650095236485,51930.59471337719,1.715598108262491,9.611073582408526,11.829466761957203,1.6095235557582672,0.12516314295400605,6.709659968072142,4.802766936988945
Slovenia,2020,3.12,46738.7,-0.0548568157606016,-0.7,1657.0,39.325301204819,403.16455696203,97.0,57.761445783133,286.2,38311.38,1.415853163361435,7.4133673356952405,10.752349189587013,-0.05641884525239461,-1.203972804325936,4.584967478670572,3.696979093414722
Slovenia,2021,3.13,52032.4,1.917065060892635,1.3,4082.0,40.904347826087,493.39130434783,168.0,64.046956521739,308.73,40745.01,1.4182774069729414,8.314587291319576,10.859641099064573,1.07057799467958,0.832909122935104,5.1298987149230735,3.7353895882770836
Slovenia,2022,5.0,56881.6,8.833698867494546,2.9,5394.0,49.314814814815,594.25925925926,253.0,73.787037037037,345.44,43874.27,1.791759469228055,8.593227877692234,10.94874477369967,2.285815146952314,1.3609765531356006,5.537334267018537,3.918299562862077
Slovenia,2023,8.86,64050.0,7.446877173858359,1.5,6480.0,70.307692307692,649.23076923077,371.0,79.230769230769,379.51078544947944,45999.05,2.288486168614544,8.776630098427717,11.0674349200055,2.1337968078391625,0.9162907318741551,5.918893854273146,4.267004208104314
Slovenia,2024,5.98,67418.1,1.965626564325074,0.5,7796.0,92.17635463782075,744.7369398802483,551.3231432955934,88.12346395201945,416.9419762403914,48874.922227563424,1.9430489167742813,8.9614943233096,11.118683639544397,1.087088330301816,0.4054651081081644,6.314133279515715,4.534493983900053
Slovenia,2025,10.6,70963.31315550352,2.37284807226555,0.16666666666666666,9379.261728395062,120.84709475506058,854.2927043943777,819.2916666666667,98.01425600557052,458.0650095236485,51930.59471337719,2.451005098112319,9.146362944424967,11.169932398049212,1.215757512748312,0.15415067982725827,6.709659968072142,4.802766936988945
Spain,2020,2.14,1129214.0,-0.3227530172996851,-4.4,16690.0,39.325301204819,403.16455696203,97.0,57.761445783133,286.2,38311.38,1.144222799920162,9.722624930978418,13.937033259013944,-0.38971925324972173,,4.584967478670572,3.696979093414722
Spain,2021,2.82,1235474.0,3.093135119764123,2.6,28083.0,40.904347826087,493.39130434783,168.0,64.046956521739,308.73,40745.01,1.3402504226184837,10.24295529813714,14.026966069483294,1.409311209368037,1.2809338454620642,5.1298987149230735,3.7353895882770836
Spain,2022,3.86,1375863.0,8.390576341186343,3.8,60115.0,49.314814814815,594.25925925926,253.0,73.787037037037,345.44,43874.27,1.5810384379124023,11.004031308053985,14.134592455381405,2.2397066695247165,1.5686159179138452,5.537334267018537,3.918299562862077
Spain,2023,5.78,1497761.0,3.532361334924285,3.3,108528.0,70.307692307692,649.23076923077,371.0,79.230769230769,379.51078544947944,45999.05,1.9139771019523042,11.594772697355411,14.219482551932103,1.5112430696707226,1.4586150226995167,5.918893854273146,4.267004208104314
Spain,2024,5.79,1594330.0,2.774178265347752,2.3,138911.0,92.17635463782075,744.7369398802483,551.3231432955934,88.12346395201945,416.9419762403914,48874.922227563424,1.9154509415706047,11.84159591809932,14.281964770476632,1.3281826809521062,1.1939224684724346,6.314133279515715,4.534493983900053
Spain,2025,9.19,1697125.3416933676,2.673066515605895,1.6030303030303028,177799.88501584844,120.84709475506058,854.2927043943777,819.2916666666667,98.01425600557052,458.0650095236485,51930.59471337719,2.321406847234633,12.088419579641501,14.344446991470653,1.3010268760135786,0.9566762675237294,6.709659968072142,4.802766936988945
Sweden,2020,9.55,5012855.0,0.497367318853587,-1.3,47680.0,39.325301204819,403.16455696203,97.0,57.761445783133,286.2,38311.38,2.3561258599220753,10.77228827467366,15.427516370518878,0.4037084453148782,,4.584967478670572,3.696979093414722
Sweden,2021,19.09,5417760.0,2.163197364471508,1.3,70537.0,40.904347826087,493.39130434783,168.0,64.046956521739,308.73,40745.01,3.000222178826843,11.163906850680414,15.505193188435674,1.1515833402495954,0.832909122935104,5.1298987149230735,3.7353895882770836
Sweden,2022,32.84,5816415.0,8.36929098869185,3.5,83510.0,49.314814814815,594.25925925926,253.0,73.787037037037,345.44,43874.27,3.521643534738023,11.3327336386894,15.57619482246013,2.2374374251580877,1.5040773967762742,5.537334267018537,3.918299562862077
Sweden,2023,38.42,6143187.0,8.54862489748906,1.2,126758.0,70.307692307692,649.23076923077,371.0,79.230769230769,379.51078544947944,45999.05,3.674273301724574,11.750042924849788,15.630854383617217,2.256397154333392,0.7884573603642702,5.918893854273146,4.267004208104314
Sweden,2024,34.99,6379843.0,2.835816582240299,-0.3,189977.0,92.17635463782075,744.7369398802483,551.3231432955934,88.12346395201945,416.9419762403914,48874.922227563424,3.5832411220909393,12.15466355496482,15.668654203611373,1.3443823410293025,-0.3566749439387324,6.314133279515715,4.534493983900053
Sweden,2025,36.58,6625615.776411983,0.6798692852440064,0.075,284725.7019596396,120.84709475506058,854.2927043943777,819.2916666666667,98.01425600557052,458.0650095236485,51930.59471337719,3.6264719939853194,12.559285058680713,15.706454023829517,0.5187159839857153,0.07232066157962612,6.709659968072142,4.802766936988945
